Date,Review,dt,Language,Review_EN,Sent_stars,Sent_label,Sent_score,T_Food,T_Service,T_View,T_Value,T_Ambiance
"Mar 17, 2026 21:04","Dear team,

thank you for reaching out and for giving me the opportunity to share my experience at Moon.

The atmosphere is certainly one of the venue’s strengths: well-designed, distinctive, and capable of creating a pleasant and recognizable setting. The overall concept is also interesting and shows a clear identity.

However, I felt that the service was not aligned with the overall level of the venue. In particular, it came across as rather rushed and not in line with the kind of experience that the atmosphere and concept seem to aim for. This affected the overall quality of the experience, making it less engaging than expected.

Additionally, I had the impression that the management of closing times contributed to making the service even quicker and less relaxed. I understand the operational needs, but perhaps more attention to this aspect would improve the overall perception of the experience.

I remain available for any further feedback and thank you again for your attention.

Kind regards,  
Wesley Poter",2026-03-17 21:04:00,en,"Dear team,

thank you for reaching out and for giving me the opportunity to share my experience at Moon.

The atmosphere is certainly one of the venue’s strengths: well-designed, distinctive, and capable of creating a pleasant and recognizable setting. The overall concept is also interesting and shows a clear identity.

However, I felt that the service was not aligned with the overall level of the venue. In particular, it came across as rather rushed and not in line with the kind of experience that the atmosphere and concept seem to aim for. This affected the overall quality of the experience, making it less engaging than expected.

Additionally, I had the impression that the management of closing times contributed to making the service even quicker and less relaxed. I understand the operational needs, but perhaps more attention to this aspect would improve the overall perception of the experience.

I remain available for any further feedback and thank you again for your attention.

Kind regards,  
Wesley Poter",3,neutral,0.0,0,1,0,0,1
"Mar 15, 2026 20:27","The service seemed clearly overwhelmed. We waited about 1 hour and 30 minutes before the starters finally arrived. There were supposed to be two starters, a cold one followed by a hot one. However, we first received the hot starter. After pointing this out, the cold starter arrived almost immediately afterwards, and then the main course followed very quickly. From that moment on, everything felt rushed.

The pace was so fast that we didn’t even have the chance to order more drinks.

I had mentioned in advance that we were celebrating my husband’s 50th birthday. The attention given to this was simply an almond cake placed on the table with a card, without any real effort to make the moment special.

Overall, a rather disappointing experience for what was meant to be a special occasion.",2026-03-15 20:27:00,en,"The service seemed clearly overwhelmed. We waited about 1 hour and 30 minutes before the starters finally arrived. There were supposed to be two starters, a cold one followed by a hot one. However, we first received the hot starter. After pointing this out, the cold starter arrived almost immediately afterwards, and then the main course followed very quickly. From that moment on, everything felt rushed.

The pace was so fast that we didn’t even have the chance to order more drinks.

I had mentioned in advance that we were celebrating my husband’s 50th birthday. The attention given to this was simply an almond cake placed on the table with a card, without any real effort to make the moment special.

Overall, a rather disappointing experience for what was meant to be a special occasion.",2,negative,-0.5,1,1,0,0,0
"Sep 10, 2025 18:46","Hi,

Food very poor choices and not good. Main course not tasty. The view was nice, but that's it.🥴",2025-09-10 18:46:00,en,"Hi,

Food very poor choices and not good. Main course not tasty. The view was nice, but that's it.🥴",2,negative,-0.5,1,0,1,0,0
"Sep 13, 2025 14:49","Dear Moon Restaurant Team,I am writing to let you know about an unfortunate experience following our visit to Moon on 8th September .While the setting and service were appreciated, unfortunately all members of our party felt unwell after our meal.We wanted to bring this to your attention, as it may be important for your kitchen team to be aware in case other guests experienced something similar. We would also appreciate if you could look into this matter and let us know your findings.Thank you for taking this seriously. We look forward to your reply.Julie Croskerry",2025-09-13 14:49:00,en,"Dear Moon Restaurant Team,I am writing to let you know about an unfortunate experience following our visit to Moon on 8th September .While the setting and service were appreciated, unfortunately all members of our party felt unwell after our meal.We wanted to bring this to your attention, as it may be important for your kitchen team to be aware in case other guests experienced something similar. We would also appreciate if you could look into this matter and let us know your findings.Thank you for taking this seriously. We look forward to your reply.Julie Croskerry",2,negative,-0.5,1,1,0,0,0
"Sep 14, 2025 18:46","overall amazing experience. Food was incredible. A few hiccups with the service, however still a great night! they started prepping For our dessert before we received our entree. We also never received the fries that we ordered with dinner. Aside from those two things, no issues or complaints!",2025-09-14 18:46:00,en,"overall amazing experience. Food was incredible. A few hiccups with the service, however still a great night! they started prepping For our dessert before we received our entree. We also never received the fries that we ordered with dinner. Aside from those two things, no issues or complaints!",5,positive,1.0,1,1,0,0,0
"Sep 29, 2025 15:29","je boekt speciaal jullie restaurant om de skyline van amsterdam te ervaren met elkaar.
Helaas is er een slimmerik die een aantal tafels zo heeft geplaatst, dat maar 1 van de twee kan genieten van de skyline en de ander met zijn rug naar de skyline zit.
Draai deze tafels een kwartslag zoals ook al gedaan is met andere tafels.
Tevens is de wijze van plaatsen van de reserve wc rollen naast de wc in de toilet zwaar onhygiënisch.
Vrouwen en mannen spetteren of pissen naast de pot en dan zijn de toiletrollen besmet met andermans urine.
Plaats de toiletrollen op 1 meter hoogte.",2025-09-29 15:29:00,nl,"You book your restaurant specifically to experience the Amsterdam skyline together.
Unfortunately, there is a smart guy who has placed a number of tables in such a way that only one of the two can enjoy the skyline and the other sits with his back to the skyline.
Turn these tables a quarter turn as has been done with other tables.
The method of placing the spare toilet rolls next to the toilet in the toilet is also seriously unhygienic.
Women and men splash or piss next to the pot and then the toilet rolls are contaminated with other people's urine.
Place the toilet rolls at a height of 1 meter.",1,negative,-1.0,0,0,1,0,1
"Sep 29, 2025 18:48","My husband and I have been traveling internationally for over 25 years. Our experience and the food that was served was absolutely the worst meal we have ever had. Portions extremely small and the food had no flavor. We waited over 10 minutes for our server who only came to the table when we caught his attention. He took our order and we never saw him again until we got his attention for the bill. At no time did any manager or MOD stop at our table to see how everything was. My husband did not eat his appetizer nor his entree. I didn't eat much of anything either. When our server gave us the bill, he could see how much food remained on our plates. Not a question on why. We mentioned how bad the food was and no apology was offerred nor a thought to get a manager. We spent over €270 on a meal we could not eat  and left the restaurant to go get something to eat. Huge disappointment from the food to the service to any type of manager. I will be posting our experience on as many on line forums as I  can. How bad does a meal have to be that your clients leave to go somewhere else to eat? And no management around to speak to? Truly the worst experience we've ever had.",2025-09-29 18:48:00,en,"My husband and I have been traveling internationally for over 25 years. Our experience and the food that was served was absolutely the worst meal we have ever had. Portions extremely small and the food had no flavor. We waited over 10 minutes for our server who only came to the table when we caught his attention. He took our order and we never saw him again until we got his attention for the bill. At no time did any manager or MOD stop at our table to see how everything was. My husband did not eat his appetizer nor his entree. I didn't eat much of anything either. When our server gave us the bill, he could see how much food remained on our plates. Not a question on why. We mentioned how bad the food was and no apology was offerred nor a thought to get a manager. We spent over €270 on a meal we could not eat  and left the restaurant to go get something to eat. Huge disappointment from the food to the service to any type of manager. I will be posting our experience on as many on line forums as I  can. How bad does a meal have to be that your clients leave to go somewhere else to eat? And no management around to speak to? Truly the worst experience we've ever had.",1,negative,-1.0,1,1,0,0,0
"Oct 02, 2025 19:43",Jesper was niet aardig,2025-10-02 19:43:00,af,Jesper wasn't nice,1,negative,-1.0,0,0,0,0,0
"Oct 06, 2025 22:12",Service to slow and food mostly mediocre,2025-10-06 22:12:00,en,Service to slow and food mostly mediocre,2,negative,-0.5,1,1,0,0,0
"Oct 21, 2025 15:41",Food is not that nice. Service needs improvement.,2025-10-21 15:41:00,en,Food is not that nice. Service needs improvement.,3,neutral,0.0,1,1,0,0,0
"Oct 22, 2025 19:47",The food and service was great. But for a restaurant of this magnitude I expect that the fumes from the kitchen are properly extracted and you do not smell like the kitchen upon leaving the restaurant. Tip for the future.,2025-10-22 19:47:00,en,The food and service was great. But for a restaurant of this magnitude I expect that the fumes from the kitchen are properly extracted and you do not smell like the kitchen upon leaving the restaurant. Tip for the future.,3,neutral,0.0,1,1,0,0,0
"Oct 26, 2025 21:15","De plek was niet fijn. Mijn vriend zat heel erg krap en ik zat met me rug naar het raam. Wij zaten niet lekker. Jammer, ook miste ik de verassing voor mijn vriend en het afsluitingsdrankje",2025-10-26 21:15:00,nl,"The place was not nice. My friend was in a very cramped position and I sat with my back to the window. We were not comfortable. Too bad, I also missed the surprise for my friend and the closing drink",2,negative,-0.5,0,0,1,0,0
"Oct 28, 2025 06:44",Service at the table was very poor. Did not explain the menu properly or understand our choices. Will not be coming back,2025-10-28 06:44:00,en,Service at the table was very poor. Did not explain the menu properly or understand our choices. Will not be coming back,1,negative,-1.0,1,1,0,0,0
"Oct 29, 2025 19:08",food was really not great.   Second course not warm.  Ribeye opposite of tender.,2025-10-29 19:08:00,en,food was really not great.   Second course not warm.  Ribeye opposite of tender.,2,negative,-0.5,1,0,0,0,0
"Nov 02, 2025 20:23","We asked to sit at a booth, but there was no flexibility although the booth stayed empty all night. We asked for an alternative or swap for the entree but was not possible, had to pay extra to take a side dish instead. And we were presented with the check right after dessert, while we were thinking about drinking one more drink or cocktail... we just got the check with no explanation. The service was not up to standard compared to the pricing.",2025-11-02 20:23:00,en,"We asked to sit at a booth, but there was no flexibility although the booth stayed empty all night. We asked for an alternative or swap for the entree but was not possible, had to pay extra to take a side dish instead. And we were presented with the check right after dessert, while we were thinking about drinking one more drink or cocktail... we just got the check with no explanation. The service was not up to standard compared to the pricing.",2,negative,-0.5,1,1,0,0,0
"Nov 03, 2025 09:42","I brought my wife here for her 50th birthday, which I mentioned while booking, and was left disappointed as we were seated in one of the only inner tables with little view. We asked to move tables twice before being told it wasn't possible. The table at the window remained empty for the duration of our visit and a few otheres also became available during our meal. The food was great but the experience was dampened by the second class seats.",2025-11-03 09:42:00,en,"I brought my wife here for her 50th birthday, which I mentioned while booking, and was left disappointed as we were seated in one of the only inner tables with little view. We asked to move tables twice before being told it wasn't possible. The table at the window remained empty for the duration of our visit and a few otheres also became available during our meal. The food was great but the experience was dampened by the second class seats.",2,negative,-0.5,1,1,1,0,1
"Nov 05, 2025 18:47",Flavor profiles were just odd. Pace of meal from course to course was horrible. Waitstaff was just a bunch of kids that all seem to be lacking  any training in formal service or hospitality. our opinion was that your restaurant is not hitting the mark you want it to and as polished as you try to be it presents as aloof and inexperienced.,2025-11-05 18:47:00,en,Flavor profiles were just odd. Pace of meal from course to course was horrible. Waitstaff was just a bunch of kids that all seem to be lacking  any training in formal service or hospitality. our opinion was that your restaurant is not hitting the mark you want it to and as polished as you try to be it presents as aloof and inexperienced.,2,negative,-0.5,1,1,0,0,0
"Nov 17, 2025 08:41","we had a reservation at 20.30.
But we were send a way twice because our table was still occupied.
So we were send upstairs for a drink and we where told to be back 15 m later.
no problem but our table was still occupied at 20.50 and so it was 21.15 before we where seated.
The staff was really friendly and caring and the food was good.
We got a free drink to compensate the drink we had at Madam.
I absolutely not expect a big compensation but this was really poor.
Its a shame because the restaurant is very nice with a high standard of food en prices.
Belinda Dijkstra",2025-11-17 08:41:00,en,"we had a reservation at 20.30.
But we were send a way twice because our table was still occupied.
So we were send upstairs for a drink and we where told to be back 15 m later.
no problem but our table was still occupied at 20.50 and so it was 21.15 before we where seated.
The staff was really friendly and caring and the food was good.
We got a free drink to compensate the drink we had at Madam.
I absolutely not expect a big compensation but this was really poor.
Its a shame because the restaurant is very nice with a high standard of food en prices.
Belinda Dijkstra",2,negative,-0.5,1,1,0,1,0
"Nov 19, 2025 10:00","Location is amazing and the service was fine, but the food was far below what you would expect for these prices. Dishes were tasteless, served too cold, with very small portions and little to no flavour.
For example, the main course was a rib-eye that couldn’t have been more than 60 grams of actual meat. Extremely disappointing to pay so much for such a standard — and frankly poor — dish.
The lack of choice on the menu is also frustrating. The whole concept feels designed to maximise revenue rather than offer a quality dining experience. Small portions, cheap ingredients, no flavour, yet €70 for a 4-course menu feels like pure theft.",2025-11-19 10:00:00,en,"Location is amazing and the service was fine, but the food was far below what you would expect for these prices. Dishes were tasteless, served too cold, with very small portions and little to no flavour.
For example, the main course was a rib-eye that couldn’t have been more than 60 grams of actual meat. Extremely disappointing to pay so much for such a standard — and frankly poor — dish.
The lack of choice on the menu is also frustrating. The whole concept feels designed to maximise revenue rather than offer a quality dining experience. Small portions, cheap ingredients, no flavour, yet €70 for a 4-course menu feels like pure theft.",2,negative,-0.5,1,1,0,1,0
"Nov 23, 2025 19:05",food was not the best and the waitress was rude,2025-11-23 19:05:00,en,food was not the best and the waitress was rude,2,negative,-0.5,1,1,0,0,0
"Nov 28, 2025 19:01","I asked specifically to be discrete about my early pregnancy to the rest of the guests at our table. Despite this, on server asked out loud “who’s the pregnant one”? This was extremely disrespectful and I was really disappointed. I expected more from you and an apology. Besides that the service was really slow and it took way too long in between courses.",2025-11-28 19:01:00,en,"I asked specifically to be discrete about my early pregnancy to the rest of the guests at our table. Despite this, on server asked out loud “who’s the pregnant one”? This was extremely disrespectful and I was really disappointed. I expected more from you and an apology. Besides that the service was really slow and it took way too long in between courses.",2,negative,-0.5,1,1,0,0,1
"Dec 07, 2025 20:15","Slechte bediening, geen mogelijkheid iets te drinken bestellen, chaos bij ingang en toiletten, volledig ongeschikt voor licht gehandicapten, slechte attitude, enorme achteruitgang tov de vorige 6 bezoeken. ook dom omzetverlies😡",2025-12-07 20:15:00,nl,"Poor service, no possibility to order something to drink, chaos at the entrance and toilets, completely unsuitable for the mildly disabled, bad attitude, enormous decline compared to the previous 6 visits. also stupid loss of turnover😡",1,negative,-1.0,0,1,0,0,0
